Title,Price,Link,Image,Availability,ID,CPU Brand,CPU Model,CPU Cores,CPU Frequency,CPU Cache,RAM Size,RAM Type,Storage Size,Storage Type,Storage Unit,GPU Brand,GPU Model,GPU Memory
"Pc de Bureau Lenovo IdeaCentre Gaming5, I5-11eme, 16GB, GTX1660 Super","2 359,000 TND",https://www.scoopgaming.com.tn/13092-pc-de-bureau-lenovo-ideacentre-gaming5-i5-11eme-16gb-gtx1660-super.html,https://www.scoopgaming.com.tn/16084-home_default/pc-de-bureau-lenovo-ideacentre-gaming5-i5-11eme-16gb-gtx1660-super.jpg,Disponible,90RE00B9FE,Intel,Unknown,6,4.40,12,16,ddr4,512,ssd,gb,nvidia,gtx-1660,6
"Pc de Bureau Gamer ASUS ROG STRIX G10CE I5-10400F,RTX3070, W10","4 659,000 TND",https://www.scoopgaming.com.tn/12651-46-pc-de-bureau-gamer-asus-rog-strix-g10ce-i5-10400frtx3070-w10.html#/8-ram-16_go,https://www.scoopgaming.com.tn/14175-home_default/pc-de-bureau-gamer-asus-rog-strix-g10ce-i5-10400frtx3070-w10.jpg,Disponible,90PF02T1-M03270,Intel,Unknown,6,4.30,12,16,ddr4,256,ssd,gb,nvidia,rtx-3070,8
