Title,Price,Link,Image,Availability,ID,Brand,Model,CPU Brand,CPU Model,CPU Cores,CPU Frequency,CPU Cache,RAM Size,RAM Type,Storage Size,Storage Type,Storage Unit,GPU Brand,GPU Model,GPU Memory,Wi-Fi,Bluetooth,Keyboard,Ports,Screen Type,Screen Size,Screen Resolution,Screen Refresh Rate
PC Portable Gamer HP Victus 15-fa1006nk i5 13è Gén 16Go RTX 2050,"2 195,000 DT",https://www.mytek.tn/pc-portable-gamer-hp-victus-15-fa1006nk-i5-13e-gen-16go-rtx-2050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-hp-victus-15-fa1006nk-i5-13e-gen-16go-rtx-2050-60.jpg,En stock,[9U1B9EA-16G],hp,victus 15-fa1006 nk ,Intel,i5-13420h,8,4.60,12,16,ddr4,512,ssd,gb,nvidia,rtx 2050,4,Unknown,Unknown,"clavier rétroéclairé, de grande taille avec clavier numérique","2x usb type-a, 1x usb type-c, 1x hdmi 2.1, 1x rj-45, 1x prise secteur smart pin, 1x prise combinée casque microphone ",ips,15.6 ,fhd,Unknown
PC Portable Gamer ASUS TUF Gaming A15 AMD RYZEN5 8G RTX 3050,"2 279,000 DT",https://www.mytek.tn/pc-portable-gamer-asus-tuf-gaming-a15-amd-ryzen5-8g-rtx-3050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-asus-tuf-gaming-a15-amd-ryzen5-8g-rtx-3050.jpg,En stock,[BU-FA506NC-HN006-W11P],Unknown,Unknown,AMD,ryzen 5 7535 hs,6,4.55,16,8,ddr5,512,ssd,gb,nvidia,rtx 3050,4,Unknown,Unknown,clavier chiclet rétroéclairé 1 zone rgb,"3x usb 3.2 gen 1 type-a, 1x usb 3.2 gen 2 type-c, 1x hdmi 2.1 tmds, 1x rj45, 1x prise audio combinée 3,5 mm ",ips,15.6,fhd,144
PC Portable Gamer ASUS TUF Gaming A15 AMD RYZEN 5 32Go RTX2050,"2 279,000 DT",https://www.mytek.tn/pc-portable-gamer-asus-tuf-gaming-a15-amd-ryzen-5-32go-rtx2050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-asus-tuf-gaming-a15-amd-ryzen-5-32go-rtx2050.jpg,En stock,[BU-FA506NF-HN004-32G-K],Unknown,Unknown,AMD,ryzen 5 7535 hs,6,4.55,16,32,ddr5,512,ssd,gb,nvidia,rtx 2050,4,Unknown,Unknown,clavier chiclet rétroéclairé 1,"3x usb 3.2 gen 1 type-a, 1x usb 3.2 gen 2 type-c, 1x hdmi 2.1, 1x rj45, 1x prise audio combinée 3,5 mm ",ips,15.6,fhd,144
PC Portable Gamer HP Victus 15-fa2000nk i7 13è Gén 8Go RTX 2050,"2 289,000 DT",https://www.mytek.tn/pc-portable-gamer-hp-victus-15-fa2000nk-i7-13e-gen-8go-rtx-2050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-hp-victus-15-fa2000nk-i7-13e-gen-8go-rtx-2050.jpg,En stock,[B77B9EA],hp,victus 15-fa2000 nk ,Intel,i7-13620h,Unknown,4.90,24,8,ddr4,512,ssd,gb,nvidia,rtx 2050,4,Unknown,Unknown,"clavier rétroéclairé, avec clavier numérique","2x usb type-a, 1x usb type-c, 1x hdmi 2.1, 1x rj-45, 1 broche",ips,15.6 ,fhd,144
PC Portable Gamer ASUS TUF Gaming A15 AMD RYZEN 5 16G RTX 3050,"2 289,000 DT",https://www.mytek.tn/pc-portable-gamer-asus-tuf-gaming-a15-amd-ryzen-5-16g-rtx-3050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-asus-tuf-gaming-a15-amd-ryzen-5-16g-rtx-3050.jpg,En stock,[FA506NC-HN006-16G],Unknown,Unknown,AMD,ryzen 5 7535 hs,6,4.55,16,16,ddr5,512,ssd,gb,nvidia,rtx 3050,4,Unknown,Unknown,clavier chiclet rétroéclairé 1 zone rgb,"3x usb 3.2 gen 1 type-a, 1x usb 3.2 gen 2 type-c, 1x hdmi 2.1 tmds, 1x rj45, 1x prise audio combinée 3,5 mm ",ips,15.6,fhd,144
PC Portable Gamer ASUS TUF Gaming A15 AMD RYZEN 5 16G RTX3050,"2 289,000 DT",https://www.mytek.tn/pc-portable-gamer-asus-tuf-gaming-a15-amd-ryzen-5-16g-rtx3050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-asus-tuf-gaming-a15-amd-ryzen-5-16g-rtx3050-st.jpg,En stock,[BU-FA506NC-HN006-16G-K],Unknown,Unknown,AMD,ryzen 5 7535 hs,6,4.55,16,16,ddr5,512,ssd,gb,nvidia,rtx 3050,4,Unknown,Unknown,clavier chiclet rétroéclairé 1 zone rgb,"3x usb 3.2 gen 1 type-a, 1x usb 3.2 gen 2 type-c, 1x hdmi 2.1 tmds, 1x rj45, 1x prise audio combinée 3,5 mm ",ips,15.6,fhd,144
PC Portable Gamer HP Victus 15-fa1007nk i5 13è Gén 24Go RTX 2050,"2 229,000 DT",https://www.mytek.tn/pc-portable-gamer-hp-victus-15-fa1007nk-i5-13e-gen-24go-rtx-2050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc_portable_gamer_hp_victus_15-fa1007nk_i5_13_g_n_24go_rtx_2050.jpg,En stock,[9U175EA-24G],hp,victus 15-fa1007 nk ,Intel,i5-13420h,8,4.60,12,24,ddr4,512,ssd,gb,nvidia,rtx 2050,4,Unknown,Unknown,"clavier rétroéclairé, de grande taille avec clavier numérique","2x usb type-a, 1x usb type-c, 1x hdmi 2.1, 1x rj-45, 1 prise secteur smart pin, 1 prise combinée casque microphone ",ips,15.6 ,fhd,Unknown
PC Portable Gamer MSI Thin 15 B13UCX i5 13è Gén 8Go RTX 2050,"2 089,000 DT",https://www.mytek.tn/pc-portable-gamer-msi-thin-15-b13ucx-i5-13e-gen-8go-rtx-2050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc_portable_gamer_msi_thin_15_b13ucx_i5_13_g_n_8go_rtx_2050.jpg,En stock,[9S7-16R831-2607],msi,offert réservi up to 6 mois sans intérêt retrait en magasin ou livraison gratuite,Intel,i5-13420h,8,4.60,12,8,ddr4,512,ssd,gb,nvidia,rtx 2050,4,Unknown,Unknown,clavier rétroéclairé simple bleu,"3x usb 3.2 gen1 type-a, 1x usb3.2 gen1 displayport type-c, 1x hdmi, 1x rj45, 1x entrée micro, 1x sortie casque ",ips,15.6,fhd,144
PC Portable Gamer LENOVO LOQ 15IAX9E i5 12è Gén 16Go RTX 2050,"2 099,000 DT",https://www.mytek.tn/pc-portable-gamer-lenovo-loq-15iax9e-i5-12e-gen-16go-rtx-2050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc_portable_gamer_lenovo_loq_15iax9e_i5_12_g_n_16go_rtx_2050_1_.jpg,En stock,[83LK006SFG],lenovo,loq m100 réservi up to 6 mois sans intérêt retrait en magasin ou livraison gratuite,Intel,Unknown,8,4.40,12,16,ddr5,512,ssd,gb,nvidia,rtx 2050,4,Unknown,Unknown,Unknown,"2x usb-a 3.2 gen 1, 1x usb-c 3.2 gen 1, 1x hdmi 2.1, 1x rj-45, 1x prise combinée casque microphone 3,5 mm et lecteur de carte - couleur gris luna - garantie 2 ans souris rvb lenovo loq m100 réservi up to 6 mois sans intérêt retrait en magasin ou livraison gratuite",ips,15.6,fhd,144
PC Portable Gamer HP Victus 15-fa1006nk i5 13è Gén 24Go RTX 2050,"2 229,000 DT",https://www.mytek.tn/pc-portable-gamer-hp-victus-15-fa1006nk-i5-13e-gen-24go-rtx-2050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-hp-victus-15-fa1006nk-i5-13e-gen-24go-rtx-2050.jpg,En stock,[9U1B9EA-24G],hp,victus 15-fa1006 nk ,Intel,i5-13420h,8,4.60,12,24,ddr4,512,ssd,gb,nvidia,rtx 2050,4,Unknown,Unknown,"clavier rétroéclairé, de grande taille avec clavier numérique","2x usb type-a, 1x usb type-c, 1x hdmi 2.1, 1x rj-45, 1x prise secteur smart pin, 1x prise combinée casque microphone ",ips,15.6 ,fhd,Unknown
PC Portable Gamer ASUS TUF Gaming A15 AMD RYZEN5 32G RTX2050,"2 319,000 DT",https://www.mytek.tn/pc-portable-gamer-asus-tuf-gaming-a15-amd-ryzen5-32g-rtx2050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-asus-tuf-gaming-a15-amd-ryzen5-32g-rtx2050.jpg,En stock,[BU-FA506NF-HN004-32G-W11P],Unknown,Unknown,AMD,ryzen 5 7535 hs,6,4.55,16,32,ddr5,512,ssd,gb,nvidia,rtx 2050,4,Unknown,Unknown,clavier chiclet rétroéclairé 1,"3x usb 3.2 gen 1 type-a, 1x usb 3.2 gen 2 type-c, 1x hdmi 2.1, 1x rj45, 1x prise audio combinée 3,5 mm ",ips,15.6,fhd,144
PC Portable Gamer ASUS TUF Gaming A15 AMD RYZEN 5 24G RTX3050,"2 329,000 DT",https://www.mytek.tn/pc-portable-gamer-asus-tuf-gaming-a15-amd-ryzen-5-24g-rtx3050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-asus-tuf-gaming-a15-amd-ryzen-5-24g-rtx3050.jpg,En stock,[FA506NC-HN006-24G],Unknown,Unknown,AMD,ryzen 5 7535 hs,6,4.55,16,24,ddr5,512,ssd,gb,nvidia,rtx 3050,4,Unknown,Unknown,clavier chiclet rétroéclairé 1 zone rgb,"3x usb 3.2 gen 1 type-a, 1x usb 3.2 gen 2 type-c, 1x hdmi 2.1 tmds, 1x rj45, 1x prise audio combinée 3,5 mm ",ips,15.6,fhd,144
PC Portable Gamer ASUS TUF Gaming A15 AMD RYZEN 5 24Go RTX3050,"2 329,000 DT",https://www.mytek.tn/pc-portable-gamer-asus-tuf-gaming-a15-amd-ryzen-5-24go-rtx3050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-asus-tuf-gaming-a15-amd-ryzen-5-24go-rtx3050-st.jpg,En stock,[BU-FA506NC-HN006-24G-K],Unknown,Unknown,AMD,ryzen 5 7535 hs,6,4.55,16,24,ddr5,512,ssd,gb,nvidia,rtx 3050,4,Unknown,Unknown,clavier chiclet rétroéclairé 1 zone rgb,"3x usb 3.2 gen 1 type-a, 1x usb 3.2 gen 2 type-c, 1x hdmi 2.1 tmds, 1x rj45, 1x prise audio combinée 3,5 mm ",ips,15.6,fhd,144
PC Portable Gamer HP Victus 15-fa2000nk i7 13è Gén 16Go RTX 2050,"2 339,000 DT",https://www.mytek.tn/pc-portable-gamer-hp-victus-15-fa2000nk-i7-13e-gen-16go-rtx-2050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-hp-victus-15-fa2000nk-i7-13e-gen-16go-rtx-2050.jpg,En stock,[B77B9EA-16G],hp,victus 15-fa2000 nk ,Intel,i7-13620h,Unknown,4.90,24,16,ddr4,512,ssd,gb,nvidia,rtx 2050,4,Unknown,Unknown,"clavier rétroéclairé, avec clavier numérique","2x usb type-a, 1x usb type-c, 1x hdmi 2.1, 1x rj-45, 1 broche",ips,15.6 ,fhd,144
PC Portable Gamer ASUS TUF Gaming A15 AMD RYZEN7 8Go RTX 2050,"2 339,000 DT",https://www.mytek.tn/pc-portable-gamer-asus-tuf-gaming-a15-amd-ryzen7-8go-rtx-2050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-asus-tuf-gaming-a15-amd-ryzen7-8go-rtx-2050-bb1.jpg,En stock,[BU-FA506NFR-HN005W-K],Unknown,Unknown,AMD,ryzen 7 7435 hs,8,4.5,Unknown,Unknown,ddr5,512,ssd,gb,nvidia,rtx 2050,4,Unknown,Unknown,clavier chiclet rétroéclairé 1 zone rgb,"3x usb 3.2 gen 1 type-a, 1x usb 3.2 gen 2 type-c, 1x hdmi 2.1, 1x rj45, 1x prise audio combinée 3,5 mm ",Unknown,15.6,hd,144
PC Portable Gamer MSI Thin 15 B13UCX i5 13è Gén 16Go RTX 2050,"2 129,000 DT",https://www.mytek.tn/pc-portable-gamer-msi-thin-15-b13ucx-i5-13e-gen-16go-rtx-2050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc_portable_gamer_msi_thin_15_b13ucx_i5_13_g_n_16go_rtx_2050.jpg,En stock,[9S7-16R831-2607-16G],msi,offert réservi up to 6 mois sans intérêt retrait en magasin ou livraison gratuite,Intel,i5-13420h,8,4.60,12,16,ddr4,512,ssd,gb,nvidia,rtx 2050,4,Unknown,Unknown,clavier rétroéclairé simple bleu,"3x usb 3.2 gen1 type-a, 1x usb3.2 gen1 displayport type-c, 1x hdmi, 1x rj45, 1x entrée micro, 1x sortie casque ",ips,15.6,fhd,144
PC Portable Gamer ASUS TUF Gaming A15 AMD RYZEN5 16G RTX 3050,"2 349,000 DT",https://www.mytek.tn/pc-portable-gamer-asus-tuf-gaming-a15-amd-ryzen5-16g-rtx-3050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-asus-tuf-gaming-a15-amd-ryzen5-16g-rtx-3050.jpg,En stock,[BU-FA506NC-HN006-16G-W11P],Unknown,Unknown,AMD,ryzen 5 7535 hs,6,4.55,16,16,ddr5,512,ssd,gb,nvidia,rtx 3050,4,Unknown,Unknown,clavier chiclet rétroéclairé 1 zone rgb,"3x usb 3.2 gen 1 type-a, 1x usb 3.2 gen 2 type-c, 1x hdmi 2.1 tmds, 1x rj45, 1x prise audio combinée 3,5 mm ",ips,15.6,fhd,144
PC Portable Gamer ASUS TUF Gaming A15 AMD RYZEN5 16G RTX3050,"2 349,000 DT",https://www.mytek.tn/pc-portable-gamer-asus-tuf-gaming-a15-amd-ryzen5-16g-rtx3050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-asus-tuf-gaming-a15-amd-ryzen5-16g-rtx3050.jpg,En stock,[FA506NC-HN006-16G-W11P],Unknown,Unknown,AMD,ryzen 5 7535 hs,6,4.55,16,16,ddr5,512,ssd,gb,nvidia,rtx 3050,4,Unknown,Unknown,clavier chiclet rétroéclairé 1 zone rgb,"3x usb 3.2 gen 1 type-a, 1x usb 3.2 gen 2 type-c, 1x hdmi 2.1 tmds, 1x rj45, 1x prise audio combinée 3,5 mm ",ips,15.6,fhd,144
PC Portable Gamer MSI Thin 15 B13UCX i5 13è Gén 8G RTX 2050,"2 149,000 DT",https://www.mytek.tn/pc-portable-gamer-msi-thin-15-b13ucx-i5-13e-gen-8g-rtx-2050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc_portable_gamer_msi_thin_15_b13ucx_i5_13_g_n_8g_rtx_2050.jpg,En stock,[BU-9S7-16R831-2607-W11P],msi,offert réservi up to 6 mois sans intérêt retrait en magasin ou livraison gratuite,Intel,i5-13420h,8,4.60,12,8,ddr4,512,ssd,gb,nvidia,rtx 2050,4,Unknown,Unknown,clavier rétroéclairé simple bleu,"3x usb 3.2 gen1 type-a, 1x usb3.2 gen1 displayport type-c, 1x hdmi, 1x rj45, 1x entrée micro, 1x sortie casque ",ips,15.6,fhd,144
PC Portable Gamer HP Victus 15-fa1007nk i5 13è Gén 32Go RTX 2050,"2 279,000 DT",https://www.mytek.tn/pc-portable-gamer-hp-victus-15-fa1007nk-i5-13e-gen-32go-rtx-2050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-hp-victus-15-fa1007nk-i5-13e-gen-32go-rtx-2050_2.jpg,En stock,[9U175EA-32G],hp,victus 15-fa1007 nk ,Intel,i5-13420h,8,4.60,12,32,ddr4,512,ssd,gb,nvidia,rtx 2050,4,Unknown,Unknown,"clavier rétroéclairé, de grande taille avec clavier numérique","2x usb type-a, 1x usb type-c, 1x hdmi 2.1, 1x rj-45, 1 prise secteur smart pin, 1 prise combinée casque microphone ",ips,15.6 ,fhd,Unknown
PC Portable Gamer HP Victus 15-fb0020nk AMD RYZEN 5 8Go RTX 3050,"2 359,000 DT",https://www.mytek.tn/pc-portable-gamer-hp-victus-15-fb0020nk-amd-ryzen-5-8go-rtx-3050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-hp-victus-15-fb0020nk-amd-ryzen-5-8go-rtx-3050-60.jpg,En arrivage,[6U8W2EA],hp,victus 15-fb0020 nk ,AMD,ryzen 5 5600h,6,4.2,16,8,ddr4,512,ssd,gb,nvidia,rtx 3050,4,Unknown,Unknown,"clavier rétroéclairé, de grande taille avec clavier numérique","1x usb type-c, 2x usb type-a, 1x hdmi 2.1, 1x rj-45, 1 prise adaptateur secteur smart pin, 1 prise combinée casque microphone ",Unknown,15.6,fhd,Unknown
PC Portable Gamer HP Victus 15-fa1006nk i5 13è Gén 32Go RTX 2050,"2 279,000 DT",https://www.mytek.tn/pc-portable-gamer-hp-victus-15-fa1006nk-i5-13e-gen-32go-rtx-2050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-hp-victus-15-fa1006nk-i5-13e-gen-32go-rtx-2050.jpg,En stock,[9U1B9EA-32G],hp,victus 15-fa1006 nk ,Intel,i5-13420h,8,4.60,12,32,ddr4,512,ssd,gb,nvidia,rtx 2050,4,Unknown,Unknown,"clavier rétroéclairé, de grande taille avec clavier numérique","2x usb type-a, 1x usb type-c, 1x hdmi 2.1, 1x rj-45, 1x prise secteur smart pin, 1x prise combinée casque microphone ",ips,15.6 ,fhd,Unknown
PC Portable Gamer MSI Thin 15 B13UCX i5 13è Gén 24Go RTX 2050,"2 169,000 DT",https://www.mytek.tn/pc-portable-gamer-msi-thin-15-b13ucx-i5-13e-gen-24go-rtx-2050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc_portable_gamer_msi_thin_15_b13ucx_i5_13_g_n_8g_rtx_2050_1.jpg,En stock,[9S7-16R831-2607-24G],msi,offert réservi up to 6 mois sans intérêt retrait en magasin ou livraison gratuite,Intel,i5-13420h,8,4.60,12,24,ddr4,512,ssd,gb,nvidia,rtx 2050,4,Unknown,Unknown,clavier rétroéclairé simple bleu,"3x usb 3.2 gen1 type-a, 1x usb3.2 gen1 displayport type-c, 1x hdmi, 1x rj45, 1x entrée micro, 1x sortie casque ",ips,15.6,fhd,144
PC Portable Gamer HP Victus 15-fa2000nk i7 13è Gén 24Go RTX 2050,"2 379,000 DT",https://www.mytek.tn/pc-portable-gamer-hp-victus-15-fa2000nk-i7-13e-gen-24go-rtx-2050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-hp-victus-15-fa2000nk-i7-13e-gen-24go-rtx-2050.jpg,En stock,[B77B9EA-24G],hp,victus 15-fa2000 nk ,Intel,i7-13620h,Unknown,4.90,24,24,ddr4,512,ssd,gb,nvidia,rtx 2050,4,Unknown,Unknown,"clavier rétroéclairé, avec clavier numérique","2x usb type-a, 1x usb type-c, 1x hdmi 2.1, 1x rj-45, 1 broche",ips,15.6 ,fhd,144
PC Portable Gamer ASUS TUF Gaming A15 AMD RYZEN 7 8 Go RTX 2050,"2 379,000 DT",https://www.mytek.tn/pc-portable-gamer-asus-tuf-gaming-a15-amd-ryzen-7-8-go-rtx-2050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-asus-tuf-gaming-a15-amd-ryzen-7-8-go-rtx-2050.jpg,En stock,[BU-FA506NFR-HN005W-W11P],Unknown,Unknown,AMD,ryzen 7 7435 hs,8,4.5,16,8,ddr5,512,ssd,gb,nvidia,rtx 2050,4,Unknown,Unknown,clavier chiclet rétroéclairé 1 zone rgb,"3x usb 3.2 gen 1 type-a, 1x usb 3.2 gen 2 type-c, 1x hdmi 2.1, 1x rj45, 1x prise audio combinée 3,5 mm ",Unknown,15.6,fhd,144
PC Portable Gamer ASUS TUF Gaming A15 AMD RYZEN5 24G RTX3050,"2 389,000 DT",https://www.mytek.tn/pc-portable-gamer-asus-tuf-gaming-a15-amd-ryzen5-24g-rtx3050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-asus-tuf-gaming-a15-amd-ryzen5-24g-rtx3050.jpg,En stock,[BU-FA506NC-HN006-24G-W11P],Unknown,Unknown,AMD,ryzen 5 7535 hs,6,4.55,16,24,ddr5,512,ssd,gb,nvidia,rtx 3050,4,Unknown,Unknown,clavier chiclet rétroéclairé 1 zone rgb,"3x usb 3.2 gen 1 type-a, 1x usb 3.2 gen 2 type-c, 1x hdmi 2.1 tmds, 1x rj45, 1x prise audio combinée 3,5 mm ",ips,15.6,fhd,144
PC Portable Gamer LENOVO LOQ 15IAX9E i5 12è Gén 16Go RTX3050,"2 349,000 DT",https://www.mytek.tn/pc-portable-gamer-lenovo-loq-15iax9e-i5-12e-gen-16go-rtx3050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-lenovo-loq-15iax9e-i5-12e-gen-16go-rtx3050-54.jpg,Epuisé,[83LK007TFG],lenovo,loq m100 réservi up to 6 mois sans intérêt retrait en magasin ou livraison gratuite,Intel,Unknown,8,4.40,12,16,ddr5,512,ssd,gb,nvidia,rtx 3050,6,Unknown,Unknown,Unknown,"2x usb-a 3.2 gen 1, 1x usb-c 3.2 gen 1, 1x hdmi 2.1, 1x rj-45, 1x prise combinée casque microphone 3,5 mm et lecteur de carte - couleur gris luna - garantie 2 ans souris rvb lenovo loq m100 réservi up to 6 mois sans intérêt retrait en magasin ou livraison gratuite",ips,15.6,fhd,144
PC Portable Gamer MSI Thin 15 B13UCX i5 13è Gén 16G RTX 2050,"2 189,000 DT",https://www.mytek.tn/pc-portable-gamer-msi-thin-15-b13ucx-i5-13e-gen-16g-rtx-2050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc_portable_gamer_msi_thin_15_b13ucx_i5_13_g_n_8g_rtx_2050_2.jpg,En stock,[BU-9S7-16R831-2607-16G-W11P],msi,offert réservi up to 6 mois sans intérêt retrait en magasin ou livraison gratuite,Intel,i5-13420h,8,4.60,12,16,ddr4,512,ssd,gb,nvidia,rtx 2050,4,Unknown,Unknown,clavier rétroéclairé simple bleu,"3x usb 3.2 gen1 type-a, 1x usb3.2 gen1 displayport type-c, 1x hdmi, 1x rj45, 1x entrée micro, 1x sortie casque ",ips,15.6,fhd,144
PC Portable Gamer LENOVO LOQ 15IAX9E i5 12è Gén 16G RTX3050,"2 409,000 DT",https://www.mytek.tn/pc-portable-gamer-lenovo-loq-15iax9e-i5-12e-gen-16g-rtx3050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-lenovo-loq-15iax9e-i5-12e-gen-16g-rtx3050-54.jpg,Epuisé,[BU-83LK007TFG-W11P],lenovo,loq m100 réservi up to 6 mois sans intérêt retrait en magasin ou livraison gratuite,Intel,Unknown,8,4.40,12,16,ddr5,512,ssd,gb,nvidia,rtx 3050,6,Unknown,Unknown,Unknown,"2x usb-a 3.2 gen 1, 1x usb-c 3.2 gen 1, 1x hdmi 2.1, 1x rj-45, 1x prise combinée casque microphone 3,5 mm et lecteur de carte - couleur gris luna - garantie 2 ans souris rvb lenovo loq m100 réservi up to 6 mois sans intérêt retrait en magasin ou livraison gratuite",ips,15.6,fhd,144
PC Portable Gamer ASUS TUF Gaming A15 AMD RYZEN 5 32Go RTX 3050,"2 409,000 DT",https://www.mytek.tn/pc-portable-gamer-asus-tuf-gaming-a15-amd-ryzen-5-32go-rtx-3050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-asus-tuf-gaming-a15-amd-ryzen-5-32go-rtx-3050.jpg,En stock,[FA506NC-HN006-32G],Unknown,Unknown,AMD,ryzen 5 7535 hs,6,4.55,16,32,ddr5,512,ssd,gb,nvidia,rtx 3050,4,Unknown,Unknown,clavier chiclet rétroéclairé 1 zone rgb,"3x usb 3.2 gen 1 type-a, 1x usb 3.2 gen 2 type-c, 1x hdmi 2.1 tmds, 1x rj45, 1x prise audio combinée 3,5 mm ",ips,15.6,fhd,144
PC Portable Gamer HP Victus 15-fb0020nk AMD RYZEN 5 16Go RTX 3050,"2 409,000 DT",https://www.mytek.tn/pc-portable-gamer-hp-victus-15-fb0020nk-amd-ryzen-5-16go-rtx-3050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-hp-victus-15-fb0020nk-amd-ryzen-5-16go-rtx-3050-40.jpg,En stock,[6U8W2EA-16G],hp,victus 15-fb0020 nk ,AMD,ryzen 5 5600h,6,4.2,16,16,ddr4,512,ssd,gb,nvidia,rtx 3050,4,Unknown,Unknown,"clavier rétroéclairé, de grande taille avec clavier numérique","1x usb type-c, 2x usb type-a, 1x hdmi 2.1, 1x rj-45, 1 prise adaptateur secteur smart pin, 1 prise combinée casque microphone ",Unknown,15.6,fhd,Unknown
PC Portable Gamer ASUS TUF Gaming A15 AMD RYZEN5 32G RTX 3050,"2 409,000 DT",https://www.mytek.tn/pc-portable-gamer-asus-tuf-gaming-a15-amd-ryzen5-32g-rtx-3050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-asus-tuf-gaming-a15-amd-ryzen-5-24go-rtx3050-st_1.jpg,En stock,[BU-FA506NC-HN006-32G-K],Unknown,Unknown,AMD,ryzen 5 7535 hs,6,4.55,16,32,ddr5,512,ssd,gb,nvidia,rtx 3050,4,Unknown,Unknown,clavier chiclet rétroéclairé 1 zone rgb,"3x usb 3.2 gen 1 type-a, 1x usb 3.2 gen 2 type-c, 1x hdmi 2.1 tmds, 1x rj45, 1x prise audio combinée 3,5 mm ",ips,15.6,fhd,144
