Title,Price,Link,Image,Availability,ID,CPU Brand,CPU Model,CPU Cores,CPU Frequency,CPU Cache,RAM Size,RAM Type,Storage Size,Storage Type,Storage Unit,GPU Brand,GPU Model,GPU Memory
Pc de bureau Gamer LITE / Ryzen 5 8500G / 16 Go DDR5,"1 299,000 DT",https://www.tunisianet.com.tn/pc-de-bureau-gamer/84199-pc-de-bureau-gamer-lite-ryzen-5-8500g-16-go-ddr5.html,https://www.tunisianet.com.tn/419409-home/pc-de-bureau-gamer-lite-ryzen-5-8500g-16-go-ddr5.jpg,En stock,[LITE-320-16G],AMD,ryzen5-8500g,Unknown,5.0,22,16,ddr5,1,ssd,tb,amd,radeon-740m-,Unknown
"Setup Gamer SPECIAL Pc de Bureau Gaming / Ryzen 5 5600GT / Vega 7 / 16 Go Avec Écran MSI PRO 24.5"" Full HD IPS / 120 Hz","1 299,000 DT",https://www.tunisianet.com.tn/pc-de-bureau-gamer/87188-setup-gamer-special-pc-de-bureau-gaming-ryzen-5-5600gt-vega-7-16-go-avec-ecran-msi-pro-245-full-hd-ips-120-hz.html,https://www.tunisianet.com.tn/435462-home/setup-gamer-special-pc-de-bureau-gaming-ryzen-5-5600gt-vega-7-16-go-avec-ecran-msi-pro-245-full-hd-ips-120-hz.jpg,En stock,[SETUP-5600G-13-SS],AMD,ryzen5-5600-gt,Unknown,4.6,19,Unknown,ddr4,512,ssd,gb,amd,radeon-vega-7,Unknown
"Setup Gamer Special Pc de Bureau Gaming / Ryzen 5 5600GT / Vega 7 / 16 Go Avec Écran MSI 21.45"" Full HD VA / 100 Hz","1 315,000 DT",https://www.tunisianet.com.tn/pc-de-bureau-gamer/83886-setup-gamer-special-pc-de-bureau-gaming-ryzen-5-5600gt-vega-7-16-go-avec-ecran-msi-2145-full-hd-va-100-hz.html,https://www.tunisianet.com.tn/430995-home/setup-gamer-special-pc-de-bureau-gaming-ryzen-5-5600gt-vega-7-16-go-avec-ecran-msi-2145-full-hd-va-100-hz.jpg,En stock,[SETUP-5600GT-12-16G],AMD,ryzen5-5600-gt,Unknown,4.6,19,Unknown,ddr4,512,ssd,gb,amd,radeon-vega-7,Unknown
"Setup Gamer SPECIAL Pc de Bureau Gaming / Ryzen 5 5600GT / Vega 7 / 16 Go Avec Écran Gaming Incurvé Redragon PEARL 23.6"" Full HD / 180 Hz","1 319,000 DT",https://www.tunisianet.com.tn/pc-de-bureau-gamer/87189-setup-gamer-special-pc-de-bureau-gaming-ryzen-5-5600gt-vega-7-16-go-avec-ecran-gaming-incurve-redragon-pearl-236-full-hd-180-hz.html,https://www.tunisianet.com.tn/435464-home/setup-gamer-special-pc-de-bureau-gaming-ryzen-5-5600gt-vega-7-16-go-avec-ecran-gaming-incurve-redragon-pearl-236-full-hd-180-hz.jpg,En stock,[SETUP-5600G-13-SSS],AMD,ryzen5-5600-gt,Unknown,4.6,19,Unknown,ddr4,512,ssd,gb,amd,radeon-vega-7,Unknown
Pc de Bureau Gamer LITE / Ryzen 5 8600G / AMD / 16 Go DDR5,"1 339,000 DT",https://www.tunisianet.com.tn/pc-de-bureau-gamer/87350-pc-de-bureau-gamer-lite-ryzen-5-8600g-amd-16-go-ddr5.html,https://www.tunisianet.com.tn/436193-home/pc-de-bureau-gamer-lite-ryzen-5-8600g-amd-16-go-ddr5.jpg,En stock,[LITE-205-16G-LITE],AMD,ryzen5-8600g,Unknown,5.0,22,16,ddr5,512,ssd,gb,amd,radeon-760m-,Unknown
Pc de bureau Gamer ELITE / Ryzen 5 3500X / RTX 3050 8G / 16 Go,"1 349,000 DT",https://www.tunisianet.com.tn/pc-de-bureau-gamer/87093-pc-de-bureau-gamer-elite-ryzen-5-3500x-rtx-3050-8g-16-go.html,https://www.tunisianet.com.tn/435091-home/pc-de-bureau-gamer-elite-ryzen-5-3500x-rtx-3050-8g-16-go.jpg,En stock,[LITE-348-16G],AMD,ryzen5-3500x,Unknown,4.1,35,16,ddr4,512,ssd,gb,Unknown,rtx-3050,8
Pc de bureau Gamer LITE / i5-12400F / RX 580 8G / 16 Go,"1 379,000 DT",https://www.tunisianet.com.tn/pc-de-bureau-gamer/86495-pc-de-bureau-gamer-lite-i5-12400f-rx-580-8g-16-go.html,https://www.tunisianet.com.tn/432325-home/pc-de-bureau-gamer-lite-i5-12400f-rx-580-8g-16-go.jpg,En stock,[LITE-335-16G],Intel,i5-12400f,Unknown,4.4,18,16,ddr4,512,ssd,gb,amd,radeon-rx-580,8
Pc de bureau Gamer ELITE / Ryzen 5 3600 / RTX 3050 8G / 16 Go,"1 379,000 DT",https://www.tunisianet.com.tn/pc-de-bureau-gamer/87096-pc-de-bureau-gamer-elite-ryzen-5-3600-rtx-3050-8g-16-go.html,https://www.tunisianet.com.tn/435097-home/pc-de-bureau-gamer-elite-ryzen-5-3600-rtx-3050-8g-16-go.jpg,En stock,[LITE-350-16G],AMD,ryzen5-3600,Unknown,4.2,35,16,ddr4,512,ssd,gb,Unknown,rtx-3050,8
Pc de bureau Gamer ELITE / Ryzen 5 4500 / RTX 3050 8G / 16 Go,"1 389,000 DT",https://www.tunisianet.com.tn/pc-de-bureau-gamer/87095-pc-de-bureau-gamer-elite-ryzen-5-4500-rtx-3050-8g-16-go.html,https://www.tunisianet.com.tn/435095-home/pc-de-bureau-gamer-elite-ryzen-5-4500-rtx-3050-8g-16-go.jpg,En stock,[LITE-349-16G],AMD,ryzen5-4500,Unknown,4.1,11,16,ddr4,512,ssd,gb,Unknown,rtx-3050,8
Pc de bureau Gamer LITE / Ryzen 5 8500G / 32 Go DDR5,"1 409,000 DT",https://www.tunisianet.com.tn/pc-de-bureau-gamer/87343-pc-de-bureau-gamer-lite-ryzen-5-8500g-32-go-ddr5.html,https://www.tunisianet.com.tn/436170-home/pc-de-bureau-gamer-lite-ryzen-5-8500g-32-go-ddr5.jpg,En stock,[LITE-319-16G-S-32G],AMD,ryzen5-8500g,Unknown,5.0,22,32,ddr5,1,ssd,tb,amd,radeon-740m-,Unknown
"Setup Gamer Special Pc de Bureau Gaming / Ryzen 7 5700G / Vega 8 / 16 Go Avec Écran Gamer AERO 24"" Full HD IPS / 120 Hz","1 429,000 DT",https://www.tunisianet.com.tn/pc-de-bureau-gamer/86522-setup-gamer-special-pc-de-bureau-gaming-ryzen-7-5700g-vega-8-16-go-avec-ecran-gamer-aero-24-full-hd-ips-120-hz.html,https://www.tunisianet.com.tn/432522-home/setup-gamer-special-pc-de-bureau-gaming-ryzen-7-5700g-vega-8-16-go-avec-ecran-gamer-aero-24-full-hd-ips-120-hz.jpg,En stock,[SETUP-5700G-12],AMD,ryzen7-5700g,Unknown,4.6,20,Unknown,ddr4,512,ssd,gb,amd,radeon-vega-8,Unknown
Pc de bureau Gamer ELITE / i3-12100F / RTX 3050 8G / 16 Go,"1 429,000 DT",https://www.tunisianet.com.tn/pc-de-bureau-gamer/87100-pc-de-bureau-gamer-elite-i3-12100f-rtx-3050-8g-16-go.html,https://www.tunisianet.com.tn/435105-home/pc-de-bureau-gamer-elite-i3-12100f-rtx-3050-8g-16-go.jpg,En stock,[LITE-351-16G],Intel,i3-12100f,Unknown,4.3,12,16,ddr4,512,ssd,gb,Unknown,rtx-3050,8
"Setup Gamer Special Pc de Bureau Gaming / Ryzen 5 3500X / RX 580 8G / 16 Go Avec Écran MSI PRO 24.5"" Full HD IPS / 120 Hz","1 439,000 DT",https://www.tunisianet.com.tn/pc-de-bureau-gamer/87179-setup-gamer-special-pc-de-bureau-gaming-ryzen-5-3500x-rx-580-8g-16-go-avec-ecran-msi-pro-245-full-hd-ips-120-hz.html,https://www.tunisianet.com.tn/435445-home/setup-gamer-special-pc-de-bureau-gaming-ryzen-5-3500x-rx-580-8g-16-go-avec-ecran-msi-pro-245-full-hd-ips-120-hz.jpg,En stock,[SETUP-580-42],AMD,ryzen5-3500x,Unknown,4.1,35,Unknown,ddr4,512,ssd,gb,amd,radeon-rx-580,8
